source,game,period,draw_date,draw,trial,open_no,source_url,source_note,non_official,status_code,parse_ok,error
彩宝网/8200,排列三,2025124,2025-05-14,527,287,,https://www.8200.cn/kjh/p3/2025124.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025124,2025-05-14,52790,84202,,https://m.ydniu.com/kaijiang/pl5/sjh/2025124.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025124,2025-05-14,809,766,,https://www.3d178.cn/kaijiang/2025/2025124.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025124,2025-05-14,809,605,307,https://www.8200.cn/kjh/3d/2025124.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025125,2025-05-15,627,539,,https://www.8200.cn/kjh/p3/2025125.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025125,2025-05-15,62774,66624,,https://m.ydniu.com/kaijiang/pl5/sjh/2025125.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025125,2025-05-15,351,565,,https://www.3d178.cn/kaijiang/2025/2025125.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025125,2025-05-15,351,923,380,https://www.8200.cn/kjh/3d/2025125.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025126,2025-05-16,184,842,,https://www.8200.cn/kjh/p3/2025126.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025126,2025-05-16,18480,56649,,https://m.ydniu.com/kaijiang/pl5/sjh/2025126.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025126,2025-05-16,320,439,,https://www.3d178.cn/kaijiang/2025/2025126.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025126,2025-05-16,320,853,791,https://www.8200.cn/kjh/3d/2025126.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025127,2025-05-17,492,587,,https://www.8200.cn/kjh/p3/2025127.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025127,2025-05-17,49290,59008,,https://m.ydniu.com/kaijiang/pl5/sjh/2025127.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025127,2025-05-17,431,521,,https://www.3d178.cn/kaijiang/2025/2025127.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025127,2025-05-17,431,964,431,https://www.8200.cn/kjh/3d/2025127.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025128,2025-05-18,870,271,,https://www.8200.cn/kjh/p3/2025128.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025128,2025-05-18,87047,76788,,https://m.ydniu.com/kaijiang/pl5/sjh/2025128.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025128,2025-05-18,814,902,,https://www.3d178.cn/kaijiang/2025/2025128.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025128,2025-05-18,814,279,862,https://www.8200.cn/kjh/3d/2025128.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025129,2025-05-19,189,312,,https://www.8200.cn/kjh/p3/2025129.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025129,2025-05-19,18948,79182,,https://m.ydniu.com/kaijiang/pl5/sjh/2025129.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025129,2025-05-19,915,128,,https://www.3d178.cn/kaijiang/2025/2025129.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025129,2025-05-19,915,563,375,https://www.8200.cn/kjh/3d/2025129.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025130,2025-05-20,068,641,,https://www.8200.cn/kjh/p3/2025130.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025130,2025-05-20,06859,35382,,https://m.ydniu.com/kaijiang/pl5/sjh/2025130.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025130,2025-05-20,204,696,,https://www.3d178.cn/kaijiang/2025/2025130.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025130,2025-05-20,204,817,653,https://www.8200.cn/kjh/3d/2025130.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025131,2025-05-21,367,801,,https://www.8200.cn/kjh/p3/2025131.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025131,2025-05-21,36726,08453,,https://m.ydniu.com/kaijiang/pl5/sjh/2025131.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025131,2025-05-21,203,837,,https://www.3d178.cn/kaijiang/2025/2025131.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025131,2025-05-21,203,328,728,https://www.8200.cn/kjh/3d/2025131.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025132,2025-05-22,275,684,,https://www.8200.cn/kjh/p3/2025132.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025132,2025-05-22,27553,63472,,https://m.ydniu.com/kaijiang/pl5/sjh/2025132.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025132,2025-05-22,689,867,,https://www.3d178.cn/kaijiang/2025/2025132.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025132,2025-05-22,689,407,371,https://www.8200.cn/kjh/3d/2025132.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025133,2025-05-23,866,690,,https://www.8200.cn/kjh/p3/2025133.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025133,2025-05-23,86603,52520,,https://m.ydniu.com/kaijiang/pl5/sjh/2025133.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025133,2025-05-23,645,276,,https://www.3d178.cn/kaijiang/2025/2025133.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025133,2025-05-23,645,618,349,https://www.8200.cn/kjh/3d/2025133.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025134,2025-05-24,510,431,,https://www.8200.cn/kjh/p3/2025134.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025134,2025-05-24,51019,62453,,https://m.ydniu.com/kaijiang/pl5/sjh/2025134.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025134,2025-05-24,748,006,,https://www.3d178.cn/kaijiang/2025/2025134.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025134,2025-05-24,748,530,619,https://www.8200.cn/kjh/3d/2025134.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025135,2025-05-25,816,307,,https://www.8200.cn/kjh/p3/2025135.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025135,2025-05-25,81695,58213,,https://m.ydniu.com/kaijiang/pl5/sjh/2025135.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025135,2025-05-25,458,478,,https://www.3d178.cn/kaijiang/2025/2025135.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025135,2025-05-25,458,238,210,https://www.8200.cn/kjh/3d/2025135.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025136,2025-05-26,324,501,,https://www.8200.cn/kjh/p3/2025136.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025136,2025-05-26,32442,70050,,https://m.ydniu.com/kaijiang/pl5/sjh/2025136.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025136,2025-05-26,113,439,,https://www.3d178.cn/kaijiang/2025/2025136.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025136,2025-05-26,113,691,465,https://www.8200.cn/kjh/3d/2025136.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025137,2025-05-27,721,625,,https://www.8200.cn/kjh/p3/2025137.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025137,2025-05-27,72114,77809,,https://m.ydniu.com/kaijiang/pl5/sjh/2025137.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025137,2025-05-27,838,934,,https://www.3d178.cn/kaijiang/2025/2025137.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025137,2025-05-27,838,843,718,https://www.8200.cn/kjh/3d/2025137.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025138,2025-05-28,895,485,,https://www.8200.cn/kjh/p3/2025138.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025138,2025-05-28,89563,67863,,https://m.ydniu.com/kaijiang/pl5/sjh/2025138.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025138,2025-05-28,296,349,,https://www.3d178.cn/kaijiang/2025/2025138.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025138,2025-05-28,296,261,975,https://www.8200.cn/kjh/3d/2025138.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025139,2025-05-29,155,978,,https://www.8200.cn/kjh/p3/2025139.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025139,2025-05-29,15575,75186,,https://m.ydniu.com/kaijiang/pl5/sjh/2025139.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025139,2025-05-29,598,168,,https://www.3d178.cn/kaijiang/2025/2025139.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025139,2025-05-29,598,873,742,https://www.8200.cn/kjh/3d/2025139.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025140,2025-05-30,267,478,,https://www.8200.cn/kjh/p3/2025140.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025140,2025-05-30,26760,81304,,https://m.ydniu.com/kaijiang/pl5/sjh/2025140.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025140,2025-05-30,149,837,,https://www.3d178.cn/kaijiang/2025/2025140.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025140,2025-05-30,149,584,317,https://www.8200.cn/kjh/3d/2025140.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025141,2025-05-31,475,852,,https://www.8200.cn/kjh/p3/2025141.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025141,2025-05-31,47508,22551,,https://m.ydniu.com/kaijiang/pl5/sjh/2025141.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025141,2025-05-31,202,540,,https://www.3d178.cn/kaijiang/2025/2025141.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025141,2025-05-31,202,590,547,https://www.8200.cn/kjh/3d/2025141.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025142,2025-06-01,343,579,,https://www.8200.cn/kjh/p3/2025142.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025142,2025-06-01,34304,85918,,https://m.ydniu.com/kaijiang/pl5/sjh/2025142.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025142,2025-06-01,916,066,,https://www.3d178.cn/kaijiang/2025/2025142.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025142,2025-06-01,916,435,027,https://www.8200.cn/kjh/3d/2025142.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025143,2025-06-02,944,351,,https://www.8200.cn/kjh/p3/2025143.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025143,2025-06-02,94442,11698,,https://m.ydniu.com/kaijiang/pl5/sjh/2025143.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025143,2025-06-02,256,985,,https://www.3d178.cn/kaijiang/2025/2025143.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025143,2025-06-02,256,793,569,https://www.8200.cn/kjh/3d/2025143.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025144,2025-06-03,389,824,,https://www.8200.cn/kjh/p3/2025144.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
